id,DS,AM Pizza Rack,PM Pizza Racks,gf,vegan,vgf,sales,pizza,notes,weather
1514,2015-03-18,16.5,18.5,0,0,0,11546.8,“needs logging”,“none recorded”,“none recorded”
1515,2015-03-19,17,21.5,0,0,0,13301.75,“needs logging”,“none recorded”,“none recorded”
1516,2015-03-20,26,28,0,0,0,14653.25,“needs logging”,“none recorded”,“none recorded”
1517,2015-03-21,32,24,0,0,0,17441.75,“needs logging”,“none recorded”,“none recorded”
1518,2015-03-22,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1519,2015-03-23,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1520,2015-03-24,15.5,14.5,0,0,0,8760.67,“needs logging”,“none recorded”,“none recorded”
1521,2015-03-25,18.5,19.5,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1522,2015-03-26,18.5,21,0,0,0,12316.57,“needs logging”,“none recorded”,“none recorded”
1523,2015-03-27,25.5,24.5,0,0,0,15100,“needs logging”,“none recorded”,“none recorded”
1524,2015-03-28,31,23,0,0,0,17025.61,“needs logging”,“none recorded”,“none recorded”
1525,2015-03-29,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1526,2015-03-30,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1527,2015-03-31,18.5,19,0,0,0,10570.25,“needs logging”,“none recorded”,“none recorded”
1528,2015-04-01,16,17.5,0,0,0,10500,“needs logging”,“none recorded”,“none recorded”
1529,2015-04-02,16,16,0,0,0,10492.66,“needs logging”,“none recorded”,“none recorded”
1530,2015-04-03,27.5,24.5,0,0,0,15298.75,“needs logging”,“none recorded”,“none recorded”
1531,2015-04-04,32,23,0,0,0,17155.85,“needs logging”,“none recorded”,“none recorded”
1532,2015-04-05,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1533,2015-04-06,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1534,2015-04-07,13,16,0,0,0,8220,“needs logging”,“none recorded”,“none recorded”
1535,2015-04-08,17.5,15.5,0,0,0,9758.85,“needs logging”,“none recorded”,“none recorded”
1536,2015-04-09,19,19,0,0,0,11250.9,“needs logging”,“none recorded”,“none recorded”
1537,2015-04-10,25,22.5,0,0,0,13461.35,“needs logging”,“none recorded”,“none recorded”
1538,2015-04-11,29.5,26.5,0,0,0,1785.15,“needs logging”,“none recorded”,“none recorded”
1539,2015-04-12,15,14,0,0,0,8593.12,“needs logging”,“none recorded”,“none recorded”
1540,2015-04-13,16,18,0,0,0,10512.25,“needs logging”,“none recorded”,“none recorded”
1541,2015-04-14,15,14,0,0,0,8593.12,“needs logging”,“none recorded”,“none recorded”
1542,2015-04-15,16,18,0,0,0,10512.25,“needs logging”,“none recorded”,“none recorded”
1543,2015-04-16,14,19,0,0,0,10535.18,“needs logging”,“none recorded”,“none recorded”
1544,2015-04-17,24,25,0,0,0,14999.75,“needs logging”,“none recorded”,“none recorded”
1545,2015-04-18,27.5,22,0,0,0,15017.58,“needs logging”,“none recorded”,“none recorded”
1546,2015-04-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1547,2015-04-20,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1548,2015-04-21,14,16,0,0,0,8662,“needs logging”,“none recorded”,“none recorded”
1549,2015-04-22,16,13,0,0,0,8797.6,“needs logging”,“none recorded”,“none recorded”
1550,2015-04-23,17,19,0,0,0,10819.84,“needs logging”,“none recorded”,“none recorded”
1551,2015-04-24,25,24,0,0,0,13682.75,“needs logging”,“none recorded”,“none recorded”
1552,2015-04-25,34,27,0,0,0,18707.25,“needs logging”,“none recorded”,“none recorded”
1553,2015-04-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1554,2015-04-27,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1555,2015-04-28,15,16.5,0,0,0,9373.25,“needs logging”,“none recorded”,“none recorded”
1556,2015-04-29,18,17.5,0,0,0,10017,“needs logging”,“none recorded”,“none recorded”
1557,2015-04-30,16,18.5,0,0,0,10557.76,“needs logging”,“none recorded”,“none recorded”
1558,2015-05-01,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1559,2015-05-02,42,33.5,0,0,0,21905.1,“needs logging”,“none recorded”,“none recorded”
1560,2015-05-03,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1561,2015-05-04,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1562,2015-05-05,15,15.5,0,0,0,8158.25,“needs logging”,“none recorded”,“none recorded”
1563,2015-05-06,14,16.5,0,0,0,9125,“needs logging”,“none recorded”,“none recorded”
1564,2015-05-07,17,17,0,0,0,9564.25,“needs logging”,“none recorded”,“none recorded”
1565,2015-05-08,25,30,0,0,0,15603,“needs logging”,“none recorded”,“none recorded”
1566,2015-05-09,32,21,0,0,0,16213.9,“needs logging”,“none recorded”,“none recorded”
1567,2015-05-10,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1568,2015-05-11,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1569,2015-05-12,16,18,0,0,0,11235.95,“needs logging”,“none recorded”,“none recorded”
1570,2015-05-13,15,18.5,0,0,0,10325.47,“needs logging”,“none recorded”,“none recorded”
1571,2015-05-14,21,19,0,0,0,12371.88,“needs logging”,“none recorded”,“none recorded”
1572,2015-05-15,28,26.5,0,0,0,16692.6,“needs logging”,“none recorded”,“none recorded”
1573,2015-05-16,35,24,0,0,0,19296.25,“needs logging”,“none recorded”,“none recorded”
1574,2015-05-17,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1575,2015-05-18,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1576,2015-05-19,17,20,0,0,0,11222.05,“needs logging”,“none recorded”,“none recorded”
1577,2015-05-20,15,16,0,0,0,10105.85,“needs logging”,“none recorded”,“none recorded”
1578,2015-05-21,17.5,20.5,0,0,0,11254,“needs logging”,“none recorded”,“none recorded”
1579,2015-05-22,25,25,0,0,0,14758.5,“needs logging”,“none recorded”,“none recorded”
1580,2015-05-23,38,34,0,0,0,20520.7,“needs logging”,“none recorded”,“none recorded”
1581,2015-05-24,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1582,2015-05-25,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1583,2015-05-26,16,17,0,0,0,9380.25,“needs logging”,“none recorded”,“none recorded”
1584,2015-05-27,16,16.5,0,0,0,9688.75,“needs logging”,“none recorded”,“none recorded”
1585,2015-05-28,17.5,16.5,0,0,0,10619.25,“needs logging”,“none recorded”,“none recorded”
1586,2015-05-29,29,27.5,0,0,0,16319.55,“needs logging”,“none recorded”,“none recorded”
1587,2015-05-30,30.5,22.5,0,0,0,16115.25,“needs logging”,“none recorded”,“none recorded”
1588,2015-05-31,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1589,2015-06-01,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1590,2015-06-02,14,16,0,0,0,9556,“needs logging”,“none recorded”,“none recorded”
1591,2015-06-03,14,14,0,0,0,8395,“needs logging”,“none recorded”,“none recorded”
1592,2015-06-04,22.5,25,0,0,0,13655,“needs logging”,“none recorded”,“none recorded”
1593,2015-06-05,23,18,0,0,0,11850.35,“needs logging”,“none recorded”,“none recorded”
1594,2015-06-06,32,21,0,0,0,16561,“needs logging”,“none recorded”,“none recorded”
1595,2015-06-07,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1596,2015-06-08,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1597,2015-06-09,19,14,0,0,0,9780,“needs logging”,“none recorded”,“none recorded”
1598,2015-06-10,18.5,18,0,0,0,10666.7,“needs logging”,“none recorded”,“none recorded”
1599,2015-06-11,21,22,0,0,0,11987,“needs logging”,“none recorded”,“none recorded”
1600,2015-06-12,26,20,0,0,0,13497,“needs logging”,“none recorded”,“none recorded”
1601,2015-06-13,27,20,0,0,0,14615,“needs logging”,“none recorded”,“none recorded”
1602,2015-06-14,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1603,2015-06-15,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1604,2015-06-16,20,21,0,0,0,11910,“needs logging”,“none recorded”,“none recorded”
1605,2015-06-17,18,14.5,0,0,0,9895.85,“needs logging”,“none recorded”,“none recorded”
1606,2015-06-18,20,19,0,0,0,11270.4,“needs logging”,“none recorded”,“none recorded”
1607,2015-06-19,28,25,0,0,0,15253,“needs logging”,“none recorded”,“none recorded”
1608,2015-06-20,31,26,0,0,0,17500.65,“needs logging”,“none recorded”,“none recorded”
1609,2015-06-21,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1610,2015-06-22,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1611,2015-06-23,18,17.5,0,0,0,10843.23,“needs logging”,“none recorded”,“none recorded”
1612,2015-06-24,13.5,16,0,0,0,9577.39,“needs logging”,“none recorded”,“none recorded”
1613,2015-06-25,18,16,0,0,0,11395.9,“needs logging”,“none recorded”,“none recorded”
1614,2015-06-26,25,22.5,0,0,0,13990.4,“needs logging”,“none recorded”,“none recorded”
1615,2015-06-27,30,24,0,0,0,16885.05,“needs logging”,“none recorded”,“none recorded”
1616,2015-06-28,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1617,2015-06-29,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1618,2015-06-30,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1619,2015-07-01,20,17,0,0,0,11160.45,“needs logging”,“none recorded”,“none recorded”
1620,2015-07-02,19,22,0,0,0,11363.95,“needs logging”,“none recorded”,“none recorded”
1621,2015-07-03,37.5,25.5,0,0,0,18437.35,“needs logging”,“none recorded”,“none recorded”
1622,2015-07-04,22,,0,0,0,8066.87,“needs logging”,“none recorded”,“none recorded”
1623,2015-07-05,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1624,2015-07-06,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1625,2015-07-07,15,18,0,0,0,10032.7,“needs logging”,“none recorded”,“none recorded”
1626,2015-07-08,16,16,0,0,0,9934.55,“needs logging”,“none recorded”,“none recorded”
1627,2015-07-09,23,22.5,0,0,0,12919.4,“needs logging”,“none recorded”,“none recorded”
1628,2015-07-10,29.5,27.5,0,0,0,16062.25,“needs logging”,“none recorded”,“none recorded”
1629,2015-07-11,33.5,23.5,0,0,0,17679.31,“needs logging”,“none recorded”,“none recorded”
1630,2015-07-12,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1631,2015-07-13,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1632,2015-07-14,19.5,16.5,0,0,0,10316.75,“needs logging”,“none recorded”,“none recorded”
1633,2015-07-15,16,16.5,0,0,0,10130.8,“needs logging”,“none recorded”,“none recorded”
1634,2015-07-16,18,18.5,0,0,0,11892.29,“needs logging”,“none recorded”,“none recorded”
1635,2015-07-17,27,26,0,0,0,16455.9,“needs logging”,“none recorded”,“none recorded”
1636,2015-07-18,29,21,0,0,0,17598.2,“needs logging”,“none recorded”,“none recorded”
1637,2015-07-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1638,2015-07-20,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1639,2015-07-21,16,14,0,0,0,9986.09,“needs logging”,“none recorded”,“none recorded”
1640,2015-07-22,20,16,0,0,0,10917.85,“needs logging”,“none recorded”,“none recorded”
1641,2015-07-23,19,20,0,0,0,12062,“needs logging”,“none recorded”,“none recorded”
1642,2015-07-24,25,21,0,0,0,14199.85,“needs logging”,“none recorded”,“none recorded”
1643,2015-07-25,35,31,0,0,0,19881.35,“needs logging”,“none recorded”,“none recorded”
1644,2015-07-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1645,2015-07-27,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1646,2015-07-28,17,21,0,0,0,11834.5,“needs logging”,“none recorded”,“none recorded”
1647,2015-07-29,18,18.5,0,0,0,12639.15,“needs logging”,“none recorded”,“none recorded”
1648,2015-07-30,19,19,0,0,0,11.637,“needs logging”,“none recorded”,“none recorded”
1649,2015-07-31,30.25,28.5,0,0,0,17347.75,“needs logging”,“none recorded”,“none recorded”
1650,2015-08-01,37.5,26,0,0,0,17947.44,“needs logging”,“none recorded”,“none recorded”
1651,2015-08-02,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1652,2015-08-03,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1653,2015-08-04,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1654,2015-08-05,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1655,2015-08-06,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1656,2015-08-07,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1657,2015-08-08,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1658,2015-08-09,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1659,2015-08-10,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1660,2015-08-11,20,20,0,0,0,12934.7,“needs logging”,“none recorded”,“none recorded”
1661,2015-08-12,23,22,0,0,0,13734.75,“needs logging”,“none recorded”,“none recorded”
1662,2015-08-13,20,18,0,0,0,11674.92,“needs logging”,“none recorded”,“none recorded”
1663,2015-08-14,29,28,0,0,0,17081.9,“needs logging”,“none recorded”,“none recorded”
1664,2015-08-15,31.5,24.5,0,0,0,18623.11,“needs logging”,“none recorded”,“none recorded”
1665,2015-08-16,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1666,2015-08-17,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1667,2015-08-18,18,17,0,0,0,10908.64,“needs logging”,“none recorded”,“none recorded”
1668,2015-08-19,16,17,0,0,0,10693.5,“needs logging”,“none recorded”,“none recorded”
1669,2015-08-20,20,17.5,0,0,0,10774.25,“needs logging”,“none recorded”,“none recorded”
1670,2015-08-21,33,27,0,0,0,17081.9,“needs logging”,“none recorded”,“none recorded”
1671,2015-08-22,37,30,0,0,0,20791.55,“needs logging”,“none recorded”,“none recorded”
1672,2015-08-23,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1673,2015-08-24,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
1674,2015-08-25,16,19,0,0,0,10516,“needs logging”,“none recorded”,“none recorded”
1675,2015-08-26,17,17,0,0,0,11360.4,“needs logging”,“none recorded”,“none recorded”
1676,2015-08-27,18.5,19,0,0,0,11945.75,“needs logging”,“none recorded”,“none recorded”
1677,2015-08-28,29,24,0,0,0,14318.5,“needs logging”,“none recorded”,“none recorded”
1678,2015-08-29,35.5,30,0,0,0,20076.75,“needs logging”,“none recorded”,“none recorded”
